Airline_0,Airline_1,Airline_2,Airline_3,Source_0,Source_1,Source_2,Destination_0,Destination_1,Destination_2,Price,journey_day,journey_month,day_of_week,dep_hour,arrival_hour,duration_minutes,total_stops_num
0,0,1,1,0,1,1,0,1,1,15129,9,5,3,13,19,1775,2
0,0,0,1,0,1,0,0,1,0,4864,6,5,0,7,12,330,1
0,0,1,0,0,1,1,0,1,1,7480,3,6,0,17,9,965,1
0,1,0,1,0,1,1,0,1,1,15867,6,3,2,7,18,710,1
0,0,1,1,0,1,0,0,1,0,13067,21,5,1,9,22,750,1
0,0,1,0,0,1,0,0,1,0,8366,9,5,3,16,7,905,1
0,0,1,0,0,1,1,0,1,1,21571,3,3,6,12,19,1820,2
1,0,0,0,0,0,1,1,0,1,4282,12,5,6,4,7,170,0
0,0,1,0,0,1,1,0,1,1,13591,9,5,3,16,19,1580,2
0,1,1,1,0,1,0,0,1,0,7927,1,4,0,20,23,1625,1
0,0,1,1,0,1,1,0,1,1,14714,3,6,0,15,19,1680,1
0,0,1,1,0,0,1,0,0,1,11087,12,3,1,18,16,1275,1
0,0,1,0,0,1,1,0,1,1,28322,1,3,4,4,7,1660,1
0,0,1,1,0,1,0,0,1,0,9314,1,5,2,17,19,1570,1
0,0,0,1,0,1,1,0,1,1,7060,9,6,6,15,20,290,1
0,0,0,1,1,0,0,1,0,0,7900,1,3,4,11,14,145,0
0,0,1,1,1,0,1,1,1,0,5678,24,6,0,2,4,85,0
0,0,0,1,0,1,0,0,1,0,4860,24,4,2,19,0,275,1
0,1,0,0,1,0,1,1,1,0,2017,1,5,2,5,7,90,0
0,0,0,1,0,1,0,0,1,0,5069,12,6,2,8,13,290,1
0,1,1,1,0,1,0,0,1,0,9397,9,6,6,7,10,1655,1
0,0,0,1,0,1,1,0,1,1,5073,6,4,5,10,15,300,1
0,0,1,0,0,1,0,0,1,0,15145,24,3,6,5,23,1040,3
0,1,0,1,0,1,1,0,1,1,8099,24,6,0,9,19,600,1
0,0,1,0,0,0,1,0,0,1,14594,6,3,2,11,19,480,1
0,0,0,1,0,1,1,0,1,1,4729,27,3,2,14,17,185,0
0,0,0,1,0,1,0,0,1,0,4804,21,5,1,22,0,155,0
0,0,1,1,0,1,1,0,1,1,19644,27,5,0,11,19,440,2
0,0,1,0,0,1,1,0,1,1,8656,27,3,2,19,19,1410,2
0,0,1,1,0,1,1,0,1,1,13014,9,6,6,9,12,1615,2
0,0,0,1,0,1,1,0,1,1,6442,27,3,2,6,16,570,1
0,0,1,1,0,1,1,0,1,1,12373,9,5,3,13,12,1415,1
0,0,1,1,0,1,0,0,1,0,10539,6,6,3,9,14,1730,1
0,0,1,1,0,1,0,0,1,0,10844,21,5,1,20,9,800,1
0,1,1,1,0,1,0,0,1,0,8452,6,6,3,17,9,965,1
0,0,0,1,0,1,1,0,1,1,7144,18,5,5,8,22,835,1
0,1,0,0,0,0,1,0,0,1,5126,9,3,5,20,23,170,0
0,1,0,1,0,1,1,0,1,1,6795,12,6,2,19,1,390,1
0,0,1,1,0,1,0,0,1,0,8586,12,5,6,21,10,775,1
0,1,0,0,0,1,0,0,1,0,4439,18,5,5,9,11,145,0
0,1,0,0,0,0,1,0,0,1,6205,15,3,4,9,12,175,0
0,0,0,1,0,0,1,1,0,1,4284,6,5,0,0,3,175,0
0,0,1,1,0,1,0,0,1,0,14571,6,6,3,16,23,425,1
1,0,0,0,0,1,0,0,1,0,3807,6,4,5,19,22,150,0
0,1,0,0,0,1,0,0,1,0,3850,6,3,2,6,9,160,0
0,1,0,0,0,1,0,0,1,0,8479,18,5,5,11,18,435,1
0,1,0,1,0,1,1,0,1,1,8073,18,5,5,9,21,720,1
0,0,0,1,0,0,1,1,0,1,3943,1,6,5,13,15,170,0
0,0,0,1,1,0,0,1,0,0,4332,9,5,3,11,14,145,0
0,1,0,0,0,1,0,0,1,0,4174,27,4,5,17,19,150,0
0,0,1,0,0,0,1,0,0,1,14594,1,3,4,11,8,1265,1
0,0,1,1,0,1,1,0,1,1,11507,3,6,0,5,19,810,2
0,1,0,1,0,1,1,0,1,1,6093,15,6,5,7,22,920,1
0,0,0,1,0,0,1,0,0,1,8033,24,3,6,18,21,175,0
0,0,0,1,0,0,1,1,0,1,4823,27,6,3,16,19,180,0
0,0,1,1,0,1,1,0,1,1,13292,3,6,0,21,12,910,2
0,1,0,1,0,1,1,0,1,1,9526,15,6,5,11,19,455,1
0,1,0,0,0,1,0,0,1,0,3815,21,3,3,22,0,140,0
0,0,0,1,1,0,0,1,0,0,3597,27,6,3,13,15,140,0
0,0,1,1,0,1,1,0,1,1,13376,15,6,5,14,4,830,2
0,1,0,0,1,0,1,1,1,0,2017,9,5,3,5,7,90,0
0,0,1,0,0,1,0,0,1,0,11853,24,3,6,9,1,955,2
0,0,1,1,0,1,1,0,1,1,10262,12,6,2,13,19,360,1
0,1,0,0,1,0,0,1,0,0,3859,24,3,6,9,12,155,0
0,0,1,0,0,1,0,0,1,0,12744,9,6,6,7,5,1345,2
0,1,0,1,0,1,1,0,1,1,18485,1,6,5,17,1,460,2
0,0,1,0,0,1,0,0,1,0,13227,6,5,0,9,8,1385,2
0,0,0,1,1,0,0,1,0,0,3597,21,6,4,19,21,140,0
0,0,0,1,0,1,0,0,1,0,4804,12,5,6,15,17,150,0
0,0,0,1,0,0,1,1,0,1,4423,15,6,5,6,8,165,0
0,0,1,1,0,1,1,0,1,1,10262,9,6,6,15,12,1295,1
0,1,0,0,1,0,0,1,0,0,3543,6,5,0,9,12,135,0
0,0,0,1,0,1,0,0,1,0,4174,12,4,4,21,0,160,0
0,1,0,0,0,1,1,0,1,1,7084,9,3,5,16,22,375,1
0,0,1,0,0,1,0,0,1,0,14960,15,5,2,9,8,1385,2
0,0,1,1,0,1,0,0,1,0,13339,24,3,6,6,16,590,1
0,0,1,1,0,0,1,1,0,1,7229,12,4,4,8,11,180,0
0,0,0,1,0,1,1,0,1,1,6818,18,5,5,5,16,665,1
0,0,0,1,0,1,1,0,1,1,6316,9,6,6,15,1,630,1
0,0,1,0,0,1,1,0,1,1,5201,18,6,1,18,21,185,0
0,0,0,1,0,1,1,0,1,1,10958,18,5,5,23,4,305,1
0,0,0,1,1,0,0,1,0,0,3858,21,6,4,11,14,145,0
0,0,1,1,0,1,1,0,1,1,10262,9,6,6,13,19,360,1
0,0,1,0,0,1,0,0,1,0,8996,24,5,4,9,13,245,1
0,0,1,1,0,1,1,0,1,1,8098,27,3,2,5,19,2315,2
0,1,0,0,1,0,0,1,0,0,3543,1,5,2,8,10,135,0
0,1,0,1,0,1,1,0,1,1,10529,24,5,4,7,19,690,1
0,0,1,1,0,1,1,0,1,1,7438,21,3,3,2,18,995,1
0,0,1,1,0,1,1,0,1,1,12373,9,5,3,14,4,865,1
0,0,0,1,0,0,1,1,0,1,4823,27,5,0,7,10,175,0
0,0,1,1,0,0,1,1,0,1,5769,21,6,4,8,11,180,0
0,1,0,1,0,1,1,0,1,1,9042,21,3,3,7,13,380,1
0,0,1,0,0,1,1,0,1,1,4697,6,4,5,17,9,965,1
0,0,1,1,0,1,0,0,1,0,10844,9,5,3,14,19,345,1
1,0,0,0,0,0,1,1,0,1,8420,9,6,6,4,7,170,0
0,1,0,1,0,1,1,0,1,1,7563,6,3,2,7,16,540,1
0,0,1,0,0,1,1,0,1,1,7480,15,5,2,20,9,765,1
0,0,1,1,0,0,1,1,0,1,4030,6,5,0,11,14,175,0
0,1,0,1,0,1,1,0,1,1,6513,12,6,2,7,22,920,1
0,0,1,1,0,1,0,0,1,0,8355,9,6,6,10,17,435,1
0,1,0,1,0,1,1,0,1,1,16655,21,5,1,15,1,625,2
0,0,1,1,0,1,0,0,1,0,10844,18,5,5,5,18,750,1
0,1,0,0,0,1,0,0,1,0,3873,21,6,4,17,19,150,0
0,0,0,1,0,1,0,0,1,0,5224,9,6,6,15,17,150,0
0,0,1,1,0,1,0,0,1,0,10844,15,5,2,16,12,1170,1
0,0,0,1,0,1,0,0,1,0,4778,3,3,6,5,8,170,0
0,0,1,1,0,1,1,0,1,1,16289,9,3,5,20,18,1320,1
0,0,1,0,0,1,1,0,1,1,5674,18,3,0,5,8,170,0
0,0,1,0,1,0,1,1,1,0,12854,12,3,1,6,11,1795,2
0,0,1,0,0,0,1,0,0,1,8425,9,3,5,22,11,785,1
0,0,1,1,0,1,1,0,1,1,9328,21,3,3,5,18,2240,2
0,1,0,1,0,1,1,0,1,1,17057,3,3,6,2,15,795,1
0,0,1,1,0,0,1,1,0,1,7229,3,5,4,19,22,180,0
0,0,0,1,0,1,1,0,1,1,14871,3,3,6,11,21,570,1
0,0,1,1,0,1,1,0,1,1,14300,27,6,3,12,19,1845,2
0,0,1,1,0,1,0,0,1,0,8529,12,6,2,21,9,730,1
0,1,0,1,0,1,1,0,1,1,10877,9,6,6,4,19,845,1
0,0,0,1,0,1,0,0,1,0,5386,21,5,1,17,22,280,1
0,1,0,1,0,1,1,0,1,1,11622,27,3,2,10,18,485,1
0,1,0,1,0,1,1,0,1,1,10197,27,5,0,3,19,910,1
1,0,0,0,0,1,1,0,1,1,8028,21,5,1,16,22,345,1
0,0,0,1,1,0,1,1,1,0,2754,1,6,5,12,13,90,0
0,0,1,0,0,0,1,0,0,1,6781,3,3,6,8,21,790,1
0,1,0,0,0,1,0,0,1,0,3841,21,5,1,17,19,150,0
0,1,0,1,0,1,1,0,1,1,8266,6,6,3,10,19,535,1
0,0,0,1,0,0,1,0,0,1,6144,24,3,6,7,10,175,0
0,0,1,1,0,0,1,1,0,1,4544,24,4,2,11,14,175,0
0,0,1,1,0,1,1,0,1,1,14441,3,6,0,5,12,425,2
0,0,1,0,1,0,1,1,1,0,3100,12,6,2,21,22,80,0
0,0,1,1,0,1,0,0,1,0,13067,18,5,5,20,14,1080,1
0,0,1,1,0,1,0,0,1,0,8529,12,6,2,18,23,1720,1
0,0,0,1,0,1,1,0,1,1,6442,15,5,2,8,16,455,1
0,1,0,1,0,1,1,0,1,1,6480,27,6,3,10,21,640,1
0,0,1,0,0,0,1,0,0,1,11003,3,3,6,10,11,1490,1
0,1,1,1,0,0,1,1,0,1,4668,12,6,2,21,23,170,0
0,0,1,1,0,1,0,0,1,0,13941,9,5,3,6,4,1330,1
0,1,1,1,0,1,0,0,1,0,8820,12,5,6,7,18,700,1
0,0,1,0,0,1,1,0,1,1,9064,9,3,5,17,23,315,1
0,0,1,1,0,1,0,0,1,0,10844,6,6,3,8,19,685,1
0,0,1,1,0,1,1,0,1,1,15129,18,5,5,5,19,810,2
0,1,0,1,0,1,1,0,1,1,6513,9,5,3,7,16,540,1
0,0,1,1,0,1,0,0,1,0,14676,9,6,6,17,23,395,1
0,0,0,1,0,0,1,1,0,1,4823,18,5,5,7,10,175,0
0,0,0,1,0,1,0,0,1,0,4174,12,4,4,15,17,150,0
0,0,1,1,0,1,1,0,1,1,19172,9,3,5,15,4,750,2
0,1,0,0,0,0,1,1,0,1,4423,12,4,4,5,8,160,0
0,1,0,0,0,1,0,0,1,0,3873,12,6,2,6,9,155,0
0,0,0,1,0,1,1,0,1,1,7189,3,6,0,21,3,345,1
0,0,1,1,0,1,0,0,1,0,13731,6,6,3,6,4,1330,1
0,0,1,1,0,1,0,0,1,0,14151,12,5,6,9,10,1520,1
0,0,1,0,1,0,0,1,0,0,4667,21,5,1,11,13,135,0
0,0,1,1,0,1,0,0,1,0,11467,1,5,2,20,19,1365,1
0,1,1,1,1,0,1,1,1,0,12395,6,3,2,8,16,480,1
0,1,0,1,0,1,1,0,1,1,7858,21,5,1,17,0,460,1
0,0,0,1,0,1,0,0,1,0,4804,24,5,4,20,22,155,0
0,0,1,1,0,1,0,0,1,0,13469,9,6,6,20,9,800,1
0,0,0,1,0,1,1,0,1,1,7673,6,3,2,14,17,185,0
0,0,1,1,0,1,0,0,1,0,14151,9,6,6,17,18,1500,1
0,0,1,1,0,1,1,0,1,1,10262,24,6,0,15,12,1295,1
0,0,1,1,0,1,1,0,1,1,13014,24,6,0,9,12,1615,2
0,0,1,1,0,1,1,0,1,1,12373,9,5,3,13,19,360,1
0,0,1,1,0,1,1,0,1,1,11399,18,5,5,10,19,540,1
0,1,0,0,0,0,1,1,0,1,3971,6,5,0,9,12,170,0
0,1,0,1,0,1,1,0,1,1,6007,27,6,3,6,21,900,1
0,0,1,0,0,0,1,0,0,1,6383,15,3,4,10,22,745,1
0,0,0,1,0,0,1,1,0,1,5740,12,5,6,8,11,170,0
0,1,0,0,1,0,1,1,1,0,1965,15,6,5,13,14,90,0
0,1,0,1,0,1,1,0,1,1,5935,21,3,3,7,21,850,2
0,0,0,1,0,1,0,0,1,0,4174,6,4,5,9,12,165,0
0,0,0,1,0,1,1,0,1,1,7738,21,3,3,4,13,515,1
0,0,1,0,0,1,1,0,1,1,10441,24,5,4,22,19,1275,2
0,0,1,0,1,0,1,1,1,0,3100,15,3,4,21,22,80,0
0,0,1,1,0,1,1,0,1,1,14714,6,6,3,17,19,1530,1
0,1,1,1,0,1,0,0,1,0,9135,9,6,6,17,18,1550,1
0,0,1,0,0,1,0,0,1,0,7893,1,4,0,16,18,1540,1
0,0,1,1,0,1,0,0,1,0,12121,6,5,0,17,23,395,1
0,0,1,0,0,1,1,0,1,1,6094,9,6,6,14,17,180,0
0,0,0,1,0,0,1,1,0,1,4423,9,6,6,10,13,170,0
0,0,1,1,0,0,1,0,0,1,7832,21,3,3,20,7,665,1
0,1,1,1,0,0,1,1,0,1,5403,3,4,2,11,14,170,0
0,1,0,0,0,1,0,0,1,0,3841,1,4,0,9,11,145,0
0,0,1,1,0,1,1,0,1,1,11093,21,3,3,10,4,1060,2
0,0,1,1,0,0,1,1,0,1,7229,24,4,2,19,22,180,0
0,0,0,1,0,0,1,1,0,1,4823,27,5,0,16,19,180,0
0,0,1,1,0,1,0,0,1,0,11467,1,5,2,9,19,575,1
0,0,0,1,0,1,0,0,1,0,6111,1,5,2,7,12,330,1
0,0,1,1,0,1,0,0,1,0,8066,9,5,3,17,10,1075,1
0,0,0,1,0,1,1,0,1,1,7258,27,3,2,4,21,975,1
0,0,1,0,0,1,1,0,1,1,4729,27,3,2,5,8,170,0
0,1,0,1,0,1,1,0,1,1,15135,6,3,2,9,18,580,1
0,0,1,0,0,1,0,0,1,0,12718,24,5,4,9,1,955,2
0,0,1,1,1,0,1,1,1,0,5678,18,6,1,2,4,85,0
0,0,0,1,0,1,1,0,1,1,5298,24,6,0,6,12,320,1
0,0,1,1,0,0,1,0,0,1,14815,6,3,2,11,0,785,1
0,1,0,0,0,1,0,0,1,0,4491,18,5,5,9,11,145,0
0,1,0,1,0,1,1,0,1,1,11421,27,3,2,10,18,510,1
0,0,1,1,0,0,1,0,0,1,12284,18,3,0,8,7,1420,1
0,0,1,1,0,0,1,1,0,1,7229,12,5,6,6,8,165,0
0,0,0,1,0,0,1,1,0,1,4823,15,4,0,7,10,175,0
0,0,1,1,0,1,1,0,1,1,12898,27,6,3,20,4,450,1
0,1,0,1,0,1,1,0,1,1,13587,27,6,3,7,21,835,1
0,0,1,1,0,1,1,0,1,1,12373,18,5,5,9,4,1165,1
0,1,0,1,0,1,1,0,1,1,5999,21,3,3,7,22,910,1
0,0,1,0,0,1,0,0,1,0,10907,18,5,5,8,18,610,2
0,0,1,1,0,1,0,0,1,0,14151,6,6,3,9,21,690,1
0,0,0,1,0,0,1,1,0,1,4591,12,5,6,23,2,170,0
0,0,1,1,0,0,1,0,0,1,19225,6,3,2,14,20,375,1
0,0,1,1,0,1,0,0,1,0,9663,6,5,0,14,12,1315,1
0,0,1,1,0,1,0,0,1,0,10844,1,5,2,6,18,705,1
0,1,0,1,0,1,1,0,1,1,13727,9,5,3,13,21,480,1
0,0,1,1,0,1,0,0,1,0,14151,18,5,5,9,21,690,1
0,0,1,1,0,1,1,0,1,1,10262,27,6,3,18,12,1100,1
0,1,0,0,0,1,0,0,1,0,3873,12,6,2,9,11,145,0
0,0,1,1,0,1,1,0,1,1,13014,24,6,0,19,4,535,2
0,0,1,0,0,1,0,0,1,0,5510,21,6,4,14,16,150,0
0,0,1,1,0,1,1,0,1,1,17282,9,3,5,10,4,1060,2
0,1,0,1,0,1,1,0,1,1,6653,27,3,2,9,21,695,2
0,0,0,1,0,1,1,0,1,1,12214,3,3,6,9,15,315,1
0,0,1,0,1,0,1,1,1,0,3625,1,5,2,13,15,90,0
0,0,0,1,0,0,1,0,0,1,6860,3,3,6,8,11,180,0
0,1,1,0,0,1,1,0,1,1,3876,24,6,0,10,19,540,1
0,1,1,1,0,0,1,1,0,1,5613,27,4,5,19,22,165,0
0,0,1,0,0,1,1,0,1,1,8971,27,3,2,5,7,1545,2
0,0,1,1,0,0,1,1,0,1,4030,21,5,1,19,22,180,0
0,0,0,1,0,1,1,0,1,1,8075,27,3,2,15,1,635,1
0,1,0,1,0,1,1,0,1,1,7005,15,6,5,6,21,900,1
0,0,0,1,0,1,0,0,1,0,4778,6,3,2,22,0,165,0
0,1,1,1,1,0,0,1,0,0,3687,9,5,3,7,9,135,0
0,0,1,1,0,1,1,0,1,1,10262,9,6,6,11,4,1015,1
0,0,0,1,0,1,1,0,1,1,6979,6,5,0,10,1,895,1
0,1,0,1,0,1,1,0,1,1,6717,21,3,3,7,16,545,1
0,0,1,1,0,0,1,0,0,1,16736,6,3,2,8,23,845,1
0,0,1,0,0,0,1,0,0,1,7192,15,3,4,11,19,480,1
0,0,0,1,0,1,0,0,1,0,4226,15,4,0,6,10,250,1
0,1,0,1,0,1,1,0,1,1,9627,21,5,1,8,19,630,1
0,0,1,1,0,1,1,0,1,1,4757,3,4,2,2,19,1005,1
0,0,1,1,0,1,0,0,1,0,14571,24,5,4,14,22,510,1
1,0,0,0,0,1,0,0,1,0,5162,1,4,0,6,10,220,1
0,0,1,1,0,1,0,0,1,0,10844,18,5,5,16,16,1430,1
0,1,0,0,0,1,0,0,1,0,3815,21,3,3,9,11,150,0
0,0,1,1,0,0,1,0,0,1,17261,6,3,2,11,9,1310,1
0,0,1,1,0,0,1,0,0,1,16736,6,3,2,21,7,615,1
0,1,0,0,0,1,0,0,1,0,3841,21,6,4,9,11,145,0
0,0,1,1,0,1,0,0,1,0,10844,24,5,4,14,20,400,1
0,0,0,1,0,1,1,0,1,1,6838,21,3,3,10,21,615,1
0,0,1,0,0,1,0,0,1,0,6612,12,5,6,12,13,1515,1
0,0,1,0,0,0,1,0,0,1,8851,9,3,5,13,16,170,0
0,1,1,1,1,0,1,1,1,0,12395,6,3,2,8,19,670,1
1,0,0,0,0,0,1,1,0,1,4282,24,6,0,4,7,170,0
0,0,1,1,0,1,0,0,1,0,14781,21,5,1,20,9,800,1
0,1,0,1,0,1,1,0,1,1,9646,12,6,2,9,22,765,1
0,0,0,1,0,1,1,0,1,1,6628,27,5,0,15,1,630,1
0,1,1,1,0,0,1,1,0,1,4668,18,6,1,7,9,160,0
0,1,0,1,0,1,1,0,1,1,16863,6,3,2,18,1,455,1
0,1,0,1,0,1,1,0,1,1,12192,9,6,6,7,19,720,1
0,0,1,1,0,1,1,0,1,1,12719,21,3,3,2,4,1570,1
0,0,1,1,0,1,1,0,1,1,12898,21,5,1,21,12,885,1
0,0,1,1,0,1,1,0,1,1,10262,3,6,0,19,19,1395,1
0,1,0,0,0,1,0,0,1,0,7804,24,5,4,15,21,330,1
0,0,0,1,0,1,0,0,1,0,4174,18,4,3,4,7,155,0
0,0,0,1,1,0,1,1,1,0,2227,27,6,3,20,21,95,0
0,0,1,1,0,0,1,0,0,1,11087,18,3,0,22,9,610,1
0,1,0,1,0,1,1,0,1,1,11667,21,3,3,8,18,650,1
0,0,1,0,0,1,1,0,1,1,7931,6,3,2,18,21,185,0
0,0,0,1,1,0,0,1,0,0,5277,12,6,2,22,0,140,0
0,0,1,1,0,1,0,0,1,0,13626,12,6,2,6,18,705,1
0,0,1,1,0,1,1,0,1,1,12373,18,5,5,18,4,610,1
0,0,1,1,0,1,0,0,1,0,10031,24,3,6,6,18,700,1
0,0,1,1,0,1,0,0,1,0,10844,12,5,6,16,20,1695,1
0,1,1,0,0,1,1,0,1,1,6591,9,5,3,10,19,540,1
0,0,1,1,0,1,1,0,1,1,5406,1,4,0,18,19,1485,1
0,0,1,1,0,1,0,0,1,0,10844,15,5,2,21,16,1150,1
0,1,0,0,1,0,1,1,1,0,2017,27,5,0,22,0,90,0
0,0,1,1,0,1,1,0,1,1,12373,9,5,3,10,12,1595,1
0,0,1,0,0,1,1,0,1,1,8669,6,6,3,7,19,735,1
1,0,0,0,0,1,1,0,1,1,6151,27,3,2,7,15,470,1
0,1,0,1,0,1,1,0,1,1,10348,18,5,5,9,22,765,1
0,0,1,1,0,0,1,0,0,1,8016,24,3,6,19,22,160,0
0,0,0,1,0,0,1,1,0,1,4823,12,6,2,8,11,170,0
0,0,1,0,0,1,0,0,1,0,5510,21,5,1,14,16,150,0
0,0,1,0,1,0,1,1,1,0,3100,18,3,0,6,7,80,0
0,0,1,1,0,1,1,0,1,1,10262,27,6,3,18,19,1485,1
0,0,1,1,0,1,1,0,1,1,14714,1,6,5,11,19,450,1
0,0,1,1,0,1,1,0,1,1,10262,15,6,5,10,19,540,1
0,0,1,0,0,0,1,1,0,1,6961,18,6,1,17,19,170,0
0,0,0,1,0,1,1,0,1,1,6206,27,5,0,17,1,480,1
0,0,1,0,0,0,1,0,0,1,7904,15,3,4,8,22,880,2
0,0,1,1,0,1,1,0,1,1,12819,27,6,3,19,12,1045,2
0,0,1,1,0,1,1,0,1,1,10262,15,6,5,21,12,885,1
0,0,0,1,0,0,1,1,0,1,4591,21,4,6,1,4,165,0
0,0,1,1,0,1,1,0,1,1,10368,24,6,0,9,12,1615,2
0,1,0,1,0,1,1,0,1,1,11142,9,5,3,7,19,730,1
0,0,1,0,0,1,1,0,1,1,4729,6,4,5,5,8,170,0
0,1,0,1,0,1,1,0,1,1,9424,9,5,3,13,1,750,1
0,1,0,1,0,1,1,0,1,1,15136,6,3,2,9,15,390,1
0,0,1,0,0,1,1,0,1,1,12199,18,5,5,17,7,865,2
0,0,1,1,0,1,1,0,1,1,10262,12,6,2,11,4,1015,1
0,0,0,1,0,1,1,0,1,1,4729,3,4,2,14,17,195,0
0,1,0,0,0,1,0,0,1,0,3841,9,6,6,17,19,150,0
0,0,1,1,0,1,0,0,1,0,14388,18,5,5,18,9,865,1
0,0,0,1,1,0,1,1,1,0,2754,27,6,3,2,4,90,0
0,0,1,0,0,0,1,0,0,1,12358,3,3,6,8,10,1545,2
0,0,1,0,0,1,0,0,1,0,6117,15,5,2,9,4,1170,2
0,0,1,1,0,1,1,0,1,1,15129,24,5,4,5,4,1375,2
0,0,1,1,0,1,0,0,1,0,14388,15,5,2,21,8,665,1
0,0,1,0,0,1,1,0,1,1,7480,24,6,0,12,9,1255,1
0,1,0,1,0,1,1,0,1,1,10791,27,6,3,6,12,395,1
0,0,1,1,0,1,1,0,1,1,12452,27,3,2,7,4,1280,1
0,0,0,1,0,1,0,0,1,0,4226,21,5,1,19,23,235,1
0,1,1,1,0,0,1,1,0,1,5403,15,4,0,21,23,170,0
0,1,0,1,0,1,1,0,1,1,9646,1,6,5,9,22,765,1
1,0,0,0,0,0,1,1,0,1,4282,3,6,0,4,7,170,0
0,1,0,1,0,1,1,0,1,1,7845,27,3,2,8,15,395,1
0,0,0,1,1,0,0,1,0,0,3384,21,3,3,19,21,140,0
0,0,0,1,0,0,1,1,0,1,4823,6,5,0,18,21,175,0
0,0,0,1,1,0,0,1,0,0,3597,15,6,5,19,21,140,0
0,1,0,1,0,1,1,0,1,1,13587,15,6,5,9,21,720,1
1,0,0,0,0,1,1,0,1,1,13474,3,3,6,16,7,865,1
0,0,0,1,1,0,0,1,0,0,3384,21,3,3,13,15,135,0
0,0,1,1,0,1,1,0,1,1,15129,27,5,0,5,19,810,2
0,0,1,1,0,1,0,0,1,0,8586,21,5,1,6,8,1545,1
0,0,0,1,0,0,1,1,0,1,4591,9,6,6,23,2,170,0
0,0,1,1,0,1,1,0,1,1,13882,27,6,3,11,12,1490,2
0,1,0,1,0,1,1,0,1,1,18286,3,3,6,13,1,755,1
1,0,0,0,0,1,0,0,1,0,5192,15,5,2,7,19,710,1
0,0,1,1,0,1,1,0,1,1,11118,27,6,3,9,12,1615,2
0,0,0,1,0,1,1,0,1,1,14871,3,3,6,6,15,530,1
0,0,1,0,0,1,0,0,1,0,15107,24,5,4,10,5,1165,2
0,0,1,0,0,1,1,0,1,1,8669,12,6,2,7,19,735,1
0,1,1,0,0,1,0,0,1,0,5171,1,4,0,16,0,455,1
0,0,1,1,0,1,0,0,1,0,8529,12,6,2,16,12,1170,1
0,0,1,1,0,1,1,0,1,1,7438,27,3,2,23,4,320,1
0,0,0,1,0,1,1,0,1,1,6206,9,6,6,17,1,500,1
0,0,1,0,0,0,1,1,0,1,7171,9,6,6,17,19,165,0
0,0,1,1,0,1,0,0,1,0,14151,9,6,6,9,14,1730,1
0,0,1,1,0,1,0,0,1,0,14939,9,6,6,18,8,800,1
0,0,1,1,0,0,1,0,0,1,25735,1,3,4,11,11,1425,1
0,0,1,1,0,1,1,0,1,1,13882,12,6,2,9,4,1140,2
0,1,1,1,0,1,0,0,1,0,9555,18,5,5,20,18,1350,1
0,0,0,1,0,1,0,0,1,0,4804,27,4,5,20,22,155,0
0,1,1,1,1,0,0,1,0,0,6627,15,3,4,7,9,135,0
0,0,1,1,0,1,0,0,1,0,8586,12,5,6,6,12,330,1
0,0,0,1,0,1,0,0,1,0,4804,9,5,3,22,0,155,0
0,0,1,0,0,0,1,0,0,1,17135,1,3,4,8,23,2345,2
0,0,1,1,0,1,1,0,1,1,15554,9,5,3,10,19,540,1
0,0,0,1,0,1,1,0,1,1,6838,27,5,0,8,21,750,1
0,0,0,1,0,1,1,0,1,1,8258,3,3,6,7,12,265,1
0,1,1,0,0,1,1,0,1,1,8213,6,3,2,10,19,535,1
0,1,0,1,0,1,1,0,1,1,12192,6,6,3,7,19,720,1
0,1,0,1,0,1,1,0,1,1,14848,3,6,0,10,19,555,1
0,0,0,1,0,1,0,0,1,0,4148,21,3,3,15,17,155,0
0,0,1,1,0,1,0,0,1,0,10844,6,6,3,20,12,960,1
0,0,1,1,0,1,0,0,1,0,10844,18,5,5,18,22,1660,1
0,1,0,1,0,1,1,0,1,1,6795,24,6,0,19,1,390,1
0,0,1,1,0,1,0,0,1,0,14781,15,5,2,16,4,730,1
0,0,0,1,0,1,1,0,1,1,6582,27,6,3,7,12,315,1
0,1,0,0,0,0,1,1,0,1,3919,24,4,2,9,12,170,0
0,1,0,1,0,1,1,0,1,1,9646,27,6,3,9,22,765,1
0,1,0,0,0,0,1,0,0,1,7744,1,3,4,15,23,485,1
0,0,1,1,0,1,1,0,1,1,11733,6,6,3,9,12,1615,2
0,0,1,1,0,1,1,0,1,1,10262,15,6,5,9,4,1165,1
0,0,1,1,0,0,1,0,0,1,17524,12,3,1,5,12,390,1
0,1,0,0,1,0,1,1,1,0,3603,9,3,5,22,0,85,0
0,1,0,1,0,1,1,0,1,1,7564,18,5,5,7,19,705,1
0,1,0,1,0,1,1,0,1,1,7005,9,6,6,10,21,640,1
0,0,0,1,0,1,1,0,1,1,14871,3,3,6,9,1,985,1
1,0,0,0,0,0,1,1,0,1,4282,18,4,3,4,7,170,0
0,0,1,1,0,1,1,0,1,1,15129,27,5,0,23,12,810,2
1,0,0,0,0,1,1,0,1,1,6752,24,6,0,16,22,340,1
0,0,1,0,0,1,1,0,1,1,6094,21,5,1,14,17,230,0
0,0,0,1,1,0,1,1,1,0,3175,1,5,2,16,18,90,0
0,1,0,1,0,1,1,0,1,1,8266,27,6,3,8,19,630,1
0,1,1,0,0,0,1,1,0,1,6722,12,4,4,20,23,165,0
